Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
17 5 -4.939209 0.0 -22.4851 5.44742 -16.6607 340.647 -2208.21 338.749 -2194.27 0.0 338.749 -2194.27 38.2277 -22.4851 -1839.7783 -3.37848 -3.37848
17 6 -4.939209 0.0 -22.4851 5.44742 -16.6607 340.647 -2208.21 338.749 -2194.27 0.0 338.749 -2194.27 38.2277 -22.4851 -1839.7783 -3.37848 -3.37848
17 7 -5.221795 0.0 -27.3674 5.39225 -16.4848 340.647 -2208.21 338.749 -2191.25 0.0 338.749 -2191.25 40.3377 -27.3674 -1839.5308 -1.71124 -1.71124
18 0 -5.0482216 0.0 -26.1091 5.34389 -17.4793 340.647 -2208.21 339.203 -2192.13 0.0 339.203 -2192.13 39.5052 -26.1091 -1839.5309 -2.98087 -2.98087
18 1 -5.0482216 0.0 -26.1091 5.34389 -17.4793 340.647 -2208.21 339.203 -2192.13 0.0 339.203 -2192.13 39.5052 -26.1091 -1839.5309 -2.98087 -2.98087
18 2 -5.0482216 0.0 -26.1091 5.34389 -17.4793 340.647 -2208.21 339.203 -2192.13 0.0 339.203 -2192.13 39.5052 -26.1091 -1839.5309 -2.98087 -2.98087
18 3 -5.0482216 0.0 -26.1091 5.34389 -17.4793 340.647 -2208.21 339.203 -2192.13 0.0 339.203 -2192.13 39.5052 -26.1091 -1839.5309 -2.98087 -2.98087
18 4 -5.0446877 0.0 -26.2281 5.34192 -17.4864 340.647 -2208.21 339.204 -2191.9 0.0 339.204 -2191.9 39.6012 -26.2281 -1839.3229 -3.02019 -3.02019
18 5 -5.0446877 0.0 -26.2281 5.34192 -17.4864 340.647 -2208.21 339.204 -2191.9 0.0 339.204 -2191.9 39.6012 -26.2281 -1839.3229 -3.02019 -3.02019
18 6 -5.0365562 0.0 -26.2652 5.34035 -17.4858 340.647 -2208.21 339.203 -2191.71 0.0 339.203 -2191.71 39.6654 -26.2652 -1839.1068 -3.01751 -3.01751
18 7 -5.0365562 0.0 -26.2652 5.34035 -17.4858 340.647 -2208.21 339.203 -2191.71 0.0 339.203 -2191.71 39.6654 -26.2652 -1839.1068 -3.01751 -3.01751
19 0 -4.9509473 0.0 -23.9725 5.41063 -17.3206 340.647 -2208.21 338.911 -2193.13 0.0 338.911 -2193.13 38.6991 -23.9725 -1839.4923 -3.45102 -3.45102
19 1 -4.9955754 0.0 -24.3489 5.36158 -16.0485 340.647 -2208.21 338.891 -2192.05 0.0 338.891 -2192.05 38.0515 -24.3489 -1839.4564 -3.02726 -3.02726
19 2 -4.9990106 0.0 -24.905 5.50186 -16.925 340.647 -2208.21 338.764 -2191.71 0.0 338.764 -2191.71 38.4655 -24.905 -1839.3854 -4.71936 -4.71936
20 0 -5.2736826 0.0 -28.2356 5.454 -17.0697 340.647 -2208.21 339.082 -2191.76 0.0 339.082 -2191.76 41.4647 -28.2356 -1839.449 -1.60551 -1.60551
20 1 -5.2736826 0.0 -28.2356 5.454 -17.0697 340.647 -2208.21 339.082 -2191.76 0.0 339.082 -2191.76 41.4647 -28.2356 -1839.449 -1.60551 -1.60551
20 2 -5.2736826 0.0 -28.2356 5.454 -17.0697 340.647 -2208.21 339.082 -2191.76 0.0 339.082 -2191.76 41.4647 -28.2356 -1839.449 -1.60551 -1.60551
20 3 -5.2736826 0.0 -28.2356 5.454 -17.0697 340.647 -2208.21 339.082 -2191.76 0.0 339.082 -2191.76 41.4647 -28.2356 -1839.449 -1.60551 -1.60551
20 4 -5.257829 0.0 -29.2466 5.45028 -19.5592 340.647 -2208.21 339.138 -2192.52 0.0 339.138 -2192.52 43.9065 -29.2466 -1838.7222 -1.34313 -1.34313
20 5 -5.257829 0.0 -29.2466 5.45028 -19.5592 340.647 -2208.21 339.138 -2192.52 0.0 339.138 -2192.52 43.9065 -29.2466 -1838.7222 -1.34313 -1.34313
20 6 -5.2574153 0.0 -28.7213 5.48322 -18.5326 340.647 -2208.21 339.133 -2192.24 0.0 339.133 -2192.24 43.1453 -28.7213 -1838.6829 -0.80665 -0.80665
20 7 -5.2574153 0.0 -28.7213 5.48322 -18.5326 340.647 -2208.21 339.133 -2192.24 0.0 339.133 -2192.24 43.1453 -28.7213 -1838.6829 -0.80665 -0.80665
20 8 -4.8729677 0.0 -22.5497 5.51547 -17.7367 340.647 -2208.21 339.138 -2194.66 0.0 339.138 -2194.66 40.9944 -22.5497 -1837.0774 -2.26801 -2.26801
21 0 -5.107503 0.0 -25.9722 5.43295 -16.1597 340.647 -2208.21 338.716 -2191.1 0.0 338.716 -2191.1 38.9305 -25.9722 -1839.4258 -2.76394 -2.76394
21 1 -5.104464 0.0 -25.9222 5.42986 -16.1648 340.647 -2208.21 338.711 -2191.13 0.0 338.711 -2191.13 39.0007 -25.9222 -1839.3403 -2.72123 -2.72123
21 2 -4.795395 0.0 -23.1861 5.44974 -17.0341 340.647 -2208.21 338.706 -2191.14 0.0 338.706 -2191.14 40.222 -23.1861 -1835.398 -0.150275 -0.150275
21 3 -4.769198 0.0 -23.2965 5.53193 -16.2225 340.647 -2208.21 338.769 -2189.7 0.0 338.769 -2189.7 39.5978 -23.2965 -1834.6296 1.14212 1.14212
21 4 -4.8012676 0.0 -23.9977 5.5466 -17.8185 340.647 -2208.21 338.838 -2190.82 0.0 338.838 -2190.82 51.5772 -23.9977 -1824.4025 11.1425 11.1425
21 5 -4.2176194 0.0 -13.9316 5.49879 -18.9304 340.647 -2208.21 338.787 -2197.95 0.0 338.787 -2197.95 48.8155 -13.9316 -1824.2792 10.1264 10.1264
21 6 -4.21208 0.0 -13.8599 5.50275 -18.9077 340.647 -2208.21 338.786 -2197.94 0.0 338.786 -2197.94 48.7773 -13.8599 -1824.2365 10.1344 10.1344
22 0 -5.071625 0.0 -25.3757 5.46493 -18.4223 340.647 -2208.21 339.176 -2194.36 0.0 339.176 -2194.36 41.6226 -25.3757 -1838.9373 -3.31011 -3.31011
22 1 -5.071625 0.0 -25.3757 5.46493 -18.4223 340.647 -2208.21 339.176 -2194.36 0.0 339.176 -2194.36 41.6226 -25.3757 -1838.9373 -3.31011 -3.31011
22 2 -5.071625 0.0 -25.3757 5.46493 -18.4223 340.647 -2208.21 339.176 -2194.36 0.0 339.176 -2194.36 41.6226 -25.3757 -1838.9373 -3.31011 -3.31011
22 3 -5.071625 0.0 -25.3757 5.46493 -18.4223 340.647 -2208.21 339.176 -2194.36 0.0 339.176 -2194.36 41.6226 -25.3757 -1838.9373 -3.31011 -3.31011
22 4 -5.070774 0.0 -25.3637 5.46477 -18.4074 340.647 -2208.21 339.176 -2194.35 0.0 339.176 -2194.35 41.6061 -25.3637 -1838.9316 -3.31122 -3.31122
22 5 -5.0695763 0.0 -25.3486 5.46471 -18.4051 340.647 -2208.21 339.175 -2194.35 0.0 339.175 -2194.35 41.6081 -25.3486 -1838.9155 -3.30818 -3.30818
22 6 -5.0695763 0.0 -25.3486 5.46471 -18.4051 340.647 -2208.21 339.175 -2194.35 0.0 339.175 -2194.35 41.6081 -25.3486 -1838.9155 -3.30818 -3.30818
22 7 -5.0695763 0.0 -25.3486 5.46471 -18.4051 340.647 -2208.21 339.175 -2194.35 0.0 339.175 -2194.35 41.6081 -25.3486 -1838.9155 -3.30818 -3.30818
22 8 -5.073584 0.0 -27.3016 5.36696 -18.3241 340.647 -2208.21 338.957 -2191.13 0.0 338.957 -2191.13 41.5257 -27.3016 -1837.9487 -3.37269 -3.37269
23 0 -5.1823378 0.0 -29.0058 5.46619 -16.6379 340.647 -2208.21 338.955 -2188.43 0.0 338.955 -2188.43 39.7042 -29.0058 -1838.7765 -0.540155 -0.540155
23 1 -5.179604 0.0 -28.9991 5.46608 -16.632 340.647 -2208.21 338.955 -2188.39 0.0 338.955 -2188.39 39.6801 -28.9991 -1838.754 -0.546999 -0.546999
23 2 -5.179604 0.0 -28.9991 5.46608 -16.632 340.647 -2208.21 338.955 -2188.39 0.0 338.955 -2188.39 39.6801 -28.9991 -1838.754 -0.546999 -0.546999
23 3 -5.168198 0.0 -28.9829 5.4661 -16.6319 340.647 -2208.21 338.956 -2188.23 0.0 338.956 -2188.23 39.6767 -28.9829 -1838.5801 -0.57374 -0.57374
23 4 -5.168198 0.0 -28.9829 5.4661 -16.6319 340.647 -2208.21 338.956 -2188.23 0.0 338.956 -2188.23 39.6767 -28.9829 -1838.5801 -0.57374 -0.57374
23 5 -5.168198 0.0 -28.9829 5.4661 -16.6319 340.647 -2208.21 338.956 -2188.23 0.0 338.956 -2188.23 39.6767 -28.9829 -1838.5801 -0.57374 -0.57374
23 6 -5.168198 0.0 -28.9829 5.4661 -16.6319 340.647 -2208.21 338.956 -2188.23 0.0 338.956 -2188.23 39.6767 -28.9829 -1838.5801 -0.57374 -0.57374
23 7 -5.168198 0.0 -28.9829 5.4661 -16.6319 340.647 -2208.21 338.956 -2188.23 0.0 338.956 -2188.23 39.6767 -28.9829 -1838.5801 -0.57374 -0.57374
24 0 -4.662185 0.0 -19.5117 5.30028 -15.5124 340.647 -2208.21 339.041 -2193.87 0.0 339.041 -2193.87 35.7843 -19.5117 -1838.5564 -3.3928 -3.3928
24 1 -4.662185 0.0 -19.5117 5.30028 -15.5124 340.647 -2208.21 339.041 -2193.87 0.0 339.041 -2193.87 35.7843 -19.5117 -1838.5564 -3.3928 -3.3928
24 2 -4.664422 0.0 -19.6705 5.30258 -15.4838 340.647 -2208.21 339.048 -2193.64 0.0 339.048 -2193.64 35.8201 -19.6705 -1838.4423 -3.36751 -3.36751
24 3 -4.664422 0.0 -19.6705 5.30258 -15.4838 340.647 -2208.21 339.048 -2193.64 0.0 339.048 -2193.64 35.8201 -19.6705 -1838.4423 -3.36751 -3.36751
24 4 -4.664422 0.0 -19.6705 5.30258 -15.4838 340.647 -2208.21 339.048 -2193.64 0.0 339.048 -2193.64 35.8201 -19.6705 -1838.4423 -3.36751 -3.36751
24 5 -4.664422 0.0 -19.6705 5.30258 -15.4838 340.647 -2208.21 339.048 -2193.64 0.0 339.048 -2193.64 35.8201 -19.6705 -1838.4423 -3.36751 -3.36751
24 6 -4.658928 0.0 -19.5466 5.29943 -15.5066 340.647 -2208.21 339.042 -2193.76 0.0 339.042 -2193.76 35.8235 -19.5466 -1838.4412 -3.4057 -3.4057
24 7 -4.658928 0.0 -19.5466 5.29943 -15.5066 340.647 -2208.21 339.042 -2193.76 0.0 339.042 -2193.76 35.8235 -19.5466 -1838.4412 -3.4057 -3.4057
25 0 -5.174557 0.0 -27.5328 5.49152 -17.6174 340.647 -2208.21 338.858 -2191.37 0.0 338.858 -2191.37 41.4924 -27.5328 -1838.5524 -2.28197 -2.28197
25 1 -5.16528 0.0 -26.8872 5.41322 -16.3402 340.647 -2208.21 338.903 -2191.13 0.0 338.903 -2191.13 41.9808 -26.8872 -1837.1333 -0.823335 -0.823335
26 0 -5.2552586 0.0 -29.0285 5.40661 -20.1164 340.647 -2208.21 338.834 -2192.97 0.0 338.834 -2192.97 44.8076 -29.0285 -1838.3569 -1.33968 -1.33968
26 1 -4.65593 0.0 -22.0307 5.39141 -18.2063 340.647 -2208.21 338.797 -2192.05 0.0 338.797 -2192.05 40.8127 -22.0307 -1834.4711 1.0812 1.0812
27 0 -5.082188 0.0 -25.7589 5.47355 -17.154 340.647 -2208.21 339.151 -2192.62 0.0 339.151 -2192.62 40.962 -25.7589 -1838.266 -4.93621 -4.93621
27 1 -5.0391154 0.0 -26.6231 5.51586 -16.746 340.647 -2208.21 339.14 -2190.09 0.0 339.14 -2190.09 40.0085 -26.6231 -1837.5646 -3.78 -3.78
27 2 -5.068632 0.0 -26.218 5.5554 -17.9519 340.647 -2208.21 339.112 -2192.3 0.0 339.112 -2192.3 42.1681 -26.218 -1837.2378 -3.88844 -3.88844
27 3 -5.099471 0.0 -27.2242 5.59975 -17.3652 340.647 -2208.21 339.168 -2190.68 0.0 339.168 -2190.68 42.1637 -27.2242 -1836.5725 -2.47075 -2.47075
27 4 -5.165857 0.0 -28.629 5.63048 -19.5104 340.647 -2208.21 339.135 -2191.64 0.0 339.135 -2191.64 45.3857 -28.629 -1835.7483 -2.22257 -2.22257
27 5 -5.1815534 0.0 -29.2427 5.62113 -19.2375 340.647 -2208.21 339.116 -2190.66 0.0 339.116 -2190.66 45.0605 -29.2427 -1835.7261 -2.75393 -2.75393
28 0 -4.7790923 0.0 -23.7806 5.2865 -15.4872 340.647 -2208.21 338.693 -2188.64 0.0 338.693 -2188.64 35.5514 -23.7806 -1838.1761 -1.18259 -1.18259
28 1 -4.7798815 0.0 -23.8407 5.28507 -15.4905 340.647 -2208.21 338.696 -2188.57 0.0 338.696 -2188.57 35.5524 -23.8407 -1838.1624 -1.19638 -1.19638
29 0 -4.8380666 0.0 -23.6415 5.32644 -18.4779 340.647 -2208.21 338.727 -2192.8 0.0 338.727 -2192.8 39.8466 -23.6415 -1837.8679 -1.11603 -1.11603
30 0 -4.979079 0.0 -26.3329 5.33382 -16.593 340.647 -2208.21 338.832 -2189.21 0.0 338.832 -2189.21 38.8861 -26.3329 -1837.8247 -0.110955 -0.110955
30 1 -4.828716 0.0 -24.5763 5.3267 -16.6229 340.647 -2208.21 338.839 -2189.52 0.0 338.839 -2189.52 38.8095 -24.5763 -1836.4479 0.373453 0.373453
30 2 -4.617976 0.0 -21.5252 5.36573 -16.4422 340.647 -2208.21 338.715 -2190.36 0.0 338.715 -2190.36 40.8059 -21.5252 -1832.3644 5.55837 5.55837
30 3 -4.616417 0.0 -21.6649 5.36914 -16.3033 340.647 -2208.21 338.725 -2189.99 0.0 338.725 -2189.99 40.7499 -21.6649 -1832.18 5.63461 5.63461
31 0 -5.014089 0.0 -26.9831 5.37927 -18.321 340.647 -2208.21 338.939 -2190.6 0.0 338.939 -2190.6 41.0516 -26.9831 -1837.5925 -2.72323 -2.72323
31 1 -4.9812303 0.0 -26.7286 5.36829 -18.136 340.647 -2208.21 338.927 -2190.27 0.0 338.927 -2190.27 40.7648 -26.7286 -1837.3069 -2.6669 -2.6669
31 2 -5.1135516 0.0 -30.0935 5.3861 -19.7554 340.647 -2208.21 338.783 -2188.6 0.0 338.783 -2188.6 43.0197 -30.0935 -1836.8909 -2.42574 -2.42574
31 3 -5.034778 0.0 -28.3255 5.36222 -19.3304 340.647 -2208.21 338.888 -2189.82 0.0 338.888 -2189.82 42.3811 -28.3255 -1836.8765 -1.89356 -1.89356
31 4 -5.034778 0.0 -28.3255 5.36222 -19.3304 340.647 -2208.21 338.888 -2189.82 0.0 338.888 -2189.82 42.3811 -28.3255 -1836.8765 -1.89356 -1.89356
31 5 -5.0260277 0.0 -28.2651 5.35887 -19.3541 340.647 -2208.21 338.882 -2189.79 0.0 338.882 -2189.79 42.3287 -28.2651 -1836.8444 -1.94348 -1.94348
31 6 -5.0260277 0.0 -28.2651 5.35887 -19.3541 340.647 -2208.21 338.882 -2189.79 0.0 338.882 -2189.79 42.3287 -28.2651 -1836.8444 -1.94348 -1.94348
32 0 -5.363898 0.0 -32.5994 5.35519 -17.4562 340.647 -2208.21 338.941 -2186.81 0.0 338.941 -2186.81 43.1859 -32.5994 -1837.2826 1.25585 1.25585
32 1 -5.363898 0.0 -32.5994 5.35519 -17.4562 340.647 -2208.21 338.941 -2186.81 0.0 338.941 -2186.81 43.1859 -32.5994 -1837.2826 1.25585 1.25585
32 2 -5.361123 0.0 -32.4876 5.36868 -17.2318 340.647 -2208.21 338.933 -2186.68 0.0 338.933 -2186.68 43.2667 -32.4876 -1836.9679 1.04028 1.04028
32 3 -5.361123 0.0 -32.4876 5.36868 -17.2318 340.647 -2208.21 338.933 -2186.68 0.0 338.933 -2186.68 43.2667 -32.4876 -1836.9679 1.04028 1.04028
32 4 -5.361123 0.0 -32.4876 5.36868 -17.2318 340.647 -2208.21 338.933 -2186.68 0.0 338.933 -2186.68 43.2667 -32.4876 -1836.9679 1.04028 1.04028
32 5 -5.361123 0.0 -32.4876 5.36868 -17.2318 340.647 -2208.21 338.933 -2186.68 0.0 338.933 -2186.68 43.2667 -32.4876 -1836.9679 1.04028 1.04028
32 6 -4.818991 0.0 -25.8127 5.38939 -16.669 340.647 -2208.21 338.969 -2187.6 0.0 338.969 -2187.6 40.8718 -25.8127 -1833.572 2.03091 2.03091
32 7 -4.818991 0.0 -25.8127 5.38939 -16.669 340.647 -2208.21 338.969 -2187.6 0.0 338.969 -2187.6 40.8718 -25.8127 -1833.572 2.03091 2.03091
33 0 -4.9417214 0.0 -23.2577 5.53678 -17.0365 340.647 -2208.21 338.966 -2193.69 0.0 338.966 -2193.69 40.9647 -23.2577 -1837.0168 -0.88168 -0.88168
33 1 -4.9496355 0.0 -23.3305 5.54137 -17.0706 340.647 -2208.21 338.983 -2193.76 0.0 338.983 -2193.76 41.1004 -23.3305 -1837.007 -0.868109 -0.868109
34 0 -4.684801 0.0 -18.9776 5.5117 -18.2372 340.647 -2208.21 338.916 -2197.27 0.0 338.916 -2197.27 40.4184 -18.9776 -1836.9131 0.291958 0.291958
34 1 -4.6775365 0.0 -18.8613 5.51068 -18.2315 340.647 -2208.21 338.918 -2197.33 0.0 338.918 -2197.33 40.3747 -18.8613 -1836.8987 0.323892 0.323892
34 2 -4.676965 0.0 -18.3259 5.56108 -17.7011 340.647 -2208.21 338.918 -2197.54 0.0 338.918 -2197.54 40.1086 -18.3259 -1836.8394 0.593811 0.593811
34 3 -4.676965 0.0 -18.3259 5.56108 -17.7011 340.647 -2208.21 338.918 -2197.54 0.0 338.918 -2197.54 40.1086 -18.3259 -1836.8394 0.593811 0.593811
34 4 -4.6822305 0.0 -19.4469 5.50153 -18.272 340.647 -2208.21 338.914 -2196.55 0.0 338.914 -2196.55 40.3909 -19.4469 -1836.6919 0.157176 0.157176
34 5 -4.70362 0.0 -20.1401 5.49697 -18.3079 340.647 -2208.21 338.894 -2195.84 0.0 338.894 -2195.84 40.4615 -20.1401 -1836.6248 0.0829041 0.0829041
34 6 -4.70362 0.0 -20.1401 5.49697 -18.3079 340.647 -2208.21 338.894 -2195.84 0.0 338.894 -2195.84 40.4615 -20.1401 -1836.6248 0.0829041 0.0829041
34 7 -4.688793 0.0 -19.687 5.4954 -18.2834 340.647 -2208.21 338.903 -2196.29 0.0 338.903 -2196.29 40.4711 -19.687 -1836.6028 0.166187 0.166187
35 0 -4.8975415 0.0 -21.9586 5.60488 -17.1378 340.647 -2208.21 338.984 -2195.0 0.0 338.984 -2195.0 41.2258 -21.9586 -1836.7489 -0.827652 -0.827652
35 1 -4.8975415 0.0 -21.9586 5.60488 -17.1378 340.647 -2208.21 338.984 -2195.0 0.0 338.984 -2195.0 41.2258 -21.9586 -1836.7489 -0.827652 -0.827652
35 2 -4.8726716 0.0 -22.0288 5.59628 -17.1877 340.647 -2208.21 339.024 -2194.61 0.0 339.024 -2194.61 41.096 -22.0288 -1836.519 -1.09849 -1.09849
35 3 -4.8726716 0.0 -22.0288 5.59628 -17.1877 340.647 -2208.21 339.024 -2194.61 0.0 339.024 -2194.61 41.096 -22.0288 -1836.519 -1.09849 -1.09849
35 4 -4.851237 0.0 -21.7201 5.60613 -17.1998 340.647 -2208.21 339.002 -2194.7 0.0 339.002 -2194.7 41.2672 -21.7201 -1836.1509 -0.861232 -0.861232
35 5 -4.851237 0.0 -21.7201 5.60613 -17.1998 340.647 -2208.21 339.002 -2194.7 0.0 339.002 -2194.7 41.2672 -21.7201 -1836.1509 -0.861232 -0.861232
35 6 -4.851237 0.0 -21.7201 5.60613 -17.1998 340.647 -2208.21 339.002 -2194.7 0.0 339.002 -2194.7 41.2672 -21.7201 -1836.1509 -0.861232 -0.861232
35 7 -4.851237 0.0 -21.7201 5.60613 -17.1998 340.647 -2208.21 339.002 -2194.7 0.0 339.002 -2194.7 41.2672 -21.7201 -1836.1509 -0.861232 -0.861232
36 0 -5.0980153 0.0 -27.0609 5.62277 -18.5916 340.647 -2208.21 338.845 -2191.6 0.0 338.845 -2191.6 43.4682 -27.0609 -1836.3479 0.42389 0.42389
37 0 -5.2333546 0.0 -27.9096 5.5672 -19.2186 340.647 -2208.21 338.934 -2193.35 0.0 338.934 -2193.35 46.7485 -27.9096 -1835.5773 0.770241 0.770241
37 1 -5.2310596 0.0 -27.8886 5.56671 -19.2013 340.647 -2208.21 338.935 -2193.33 0.0 338.935 -2193.33 46.7271 -27.8886 -1835.5566 0.769013 0.769013
37 2 -5.2310596 0.0 -27.8886 5.56671 -19.2013 340.647 -2208.21 338.935 -2193.33 0.0 338.935 -2193.33 46.7271 -27.8886 -1835.5566 0.769013 0.769013
37 3 -5.232428 0.0 -27.9311 5.56698 -19.2366 340.647 -2208.21 338.934 -2193.32 0.0 338.934 -2193.32 46.7634 -27.9311 -1835.5538 0.768067 0.768067
38 0 -4.6961174 0.0 -20.0753 5.40766 -18.0079 340.647 -2208.21 339.272 -2196.24 0.0 339.272 -2196.24 43.959 -20.0753 -1833.0842 -0.74736 -0.74736
38 1 -4.693541 0.0 -20.128 5.40776 -18.0241 340.647 -2208.21 339.264 -2196.12 0.0 339.264 -2196.12 43.9322 -20.128 -1833.0519 -0.744053 -0.744053
39 0 -4.1969547 0.0 -12.2581 5.47799 -17.1014 340.647 -2208.21 338.682 -2198.24 0.0 338.682 -2198.24 39.0791 -12.2581 -1832.7369 2.10298 2.10298
40 0 -4.7920585 0.0 -23.7906 5.64117 -18.3056 340.647 -2208.21 338.967 -2191.53 0.0 338.967 -2191.53 45.0706 -23.7906 -1831.283 1.24639 1.24639
41 0 -4.571392 0.0 -20.4019 5.48749 -16.4499 340.647 -2208.21 338.809 -2191.3 0.0 338.809 -2191.3 42.8617 -20.4019 -1830.0314 6.42958 6.42958
41 1 -4.5461535 0.0 -20.2735 5.49065 -16.451 340.647 -2208.21 338.814 -2191.09 0.0 338.814 -2191.09 42.7916 -20.2735 -1829.758 6.4184 6.4184
