Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
5 12 -5.1760273 0.0 -28.2976 5.36866 -17.5049 340.647 -2208.21 339.156 -2190.75 0.0 339.156 -2190.75 38.7214 -28.2976 -1841.1702 -4.73312 -4.73312
5 13 -5.1760273 0.0 -28.2976 5.36866 -17.5049 340.647 -2208.21 339.156 -2190.75 0.0 339.156 -2190.75 38.7214 -28.2976 -1841.1702 -4.73312 -4.73312
5 14 -5.1760273 0.0 -28.2976 5.36866 -17.5049 340.647 -2208.21 339.156 -2190.75 0.0 339.156 -2190.75 38.7214 -28.2976 -1841.1702 -4.73312 -4.73312
5 15 -5.177882 0.0 -28.3674 5.36865 -17.4994 340.647 -2208.21 339.145 -2190.65 0.0 339.145 -2190.65 38.7119 -28.3674 -1841.1604 -4.73222 -4.73222
5 16 -5.177882 0.0 -28.3674 5.36865 -17.4994 340.647 -2208.21 339.145 -2190.65 0.0 339.145 -2190.65 38.7119 -28.3674 -1841.1604 -4.73222 -4.73222
6 0 -5.367729 0.0 -29.3841 5.44011 -16.9329 340.647 -2208.21 339.395 -2191.89 0.0 339.395 -2191.89 38.3237 -29.3841 -1843.5552 -8.94524 -8.94524
6 1 -5.087861 0.0 -28.3078 5.47818 -18.0197 340.647 -2208.21 339.383 -2189.99 0.0 339.383 -2189.99 42.6067 -28.3078 -1836.3081 -0.893702 -0.893702
7 0 -5.1961713 0.0 -26.4461 5.3899 -16.1977 340.647 -2208.21 338.806 -2192.06 0.0 338.806 -2192.06 37.2378 -26.4461 -1842.4623 -4.09325 -4.09325
7 1 -4.675991 0.0 -21.3795 5.54561 -16.4329 340.647 -2208.21 338.847 -2191.45 0.0 338.847 -2191.45 39.4494 -21.3795 -1834.5332 0.07853065 0.07853065
8 0 -5.0376196 0.0 -24.7505 5.26551 -15.0912 340.647 -2208.21 338.802 -2191.17 0.0 338.802 -2191.17 34.7002 -24.7505 -1842.4182 -5.56643 -5.56643
9 0 -5.102652 0.0 -24.6841 5.42486 -15.1814 340.647 -2208.21 338.822 -2192.21 0.0 338.822 -2192.21 35.7612 -24.6841 -1842.3108 -4.37126 -4.37126
9 1 -5.035783 0.0 -23.952 5.43151 -14.9912 340.647 -2208.21 338.823 -2192.05 0.0 338.823 -2192.05 35.5428 -23.952 -1841.6362 -4.36765 -4.36765
9 2 -5.0115314 0.0 -23.6201 5.44063 -15.0823 340.647 -2208.21 338.827 -2192.25 0.0 338.827 -2192.25 35.6632 -23.6201 -1841.3798 -4.17862 -4.17862
9 3 -5.2723093 0.0 -29.5362 5.56538 -19.0921 340.647 -2208.21 338.922 -2191.33 0.0 338.922 -2191.33 43.4573 -29.5362 -1838.4869 -1.99742 -1.99742
9 4 -5.214023 0.0 -28.7153 5.56385 -18.9961 340.647 -2208.21 338.946 -2191.59 0.0 338.946 -2191.59 42.9791 -28.7153 -1838.3801 -2.12914 -2.12914
9 5 -4.8771276 0.0 -22.2529 5.54861 -17.7948 340.647 -2208.21 338.864 -2194.77 0.0 338.864 -2194.77 46.9261 -22.2529 -1831.2329 4.01804 4.01804
9 6 -4.8389044 0.0 -21.9921 5.504 -19.0013 340.647 -2208.21 338.842 -2195.79 0.0 338.842 -2195.79 48.9436 -21.9921 -1829.9966 4.59914 4.59914
10 0 -5.4845653 0.0 -31.6746 5.44975 -16.9194 340.647 -2208.21 338.845 -2189.38 0.0 338.845 -2189.38 40.1672 -31.6746 -1842.0422 -5.09685 -5.09685
10 1 -5.4842696 0.0 -31.6483 5.45208 -16.9172 340.647 -2208.21 338.845 -2189.41 0.0 338.845 -2189.41 40.1797 -31.6483 -1842.0334 -5.08857 -5.08857
10 2 -5.4828005 0.0 -31.6981 5.45188 -16.9134 340.647 -2208.21 338.848 -2189.31 0.0 338.848 -2189.31 40.166 -31.6981 -1841.994 -5.10426 -5.10426
10 3 -5.4685636 0.0 -32.2249 5.45804 -19.4693 340.647 -2208.21 338.9 -2190.89 0.0 338.9 -2190.89 44.1974 -32.2249 -1840.0175 -3.19164 -3.19164
10 4 -5.4685636 0.0 -32.2249 5.45804 -19.4693 340.647 -2208.21 338.9 -2190.89 0.0 338.9 -2190.89 44.1974 -32.2249 -1840.0175 -3.19164 -3.19164
10 5 -5.4685636 0.0 -32.2249 5.45804 -19.4693 340.647 -2208.21 338.9 -2190.89 0.0 338.9 -2190.89 44.1974 -32.2249 -1840.0175 -3.19164 -3.19164
10 6 -5.4685636 0.0 -32.2249 5.45804 -19.4693 340.647 -2208.21 338.9 -2190.89 0.0 338.9 -2190.89 44.1974 -32.2249 -1840.0175 -3.19164 -3.19164
10 7 -5.420532 0.0 -31.54 5.46206 -18.92 340.647 -2208.21 338.914 -2190.63 0.0 338.914 -2190.63 43.3444 -31.54 -1839.9114 -3.02411 -3.02411
10 8 -5.3198514 0.0 -28.1779 5.52148 -16.55 340.647 -2208.21 338.927 -2191.74 0.0 338.927 -2191.74 41.9613 -28.1779 -1839.0295 -2.40206 -2.40206
10 9 -5.24779 0.0 -28.0869 5.5057 -16.7924 340.647 -2208.21 338.927 -2190.97 0.0 338.927 -2190.97 42.5441 -28.0869 -1837.5857 -2.07832 -2.07832
10 10 -5.212119 0.0 -29.3747 5.45236 -19.1397 340.647 -2208.21 338.923 -2190.82 0.0 338.923 -2190.82 44.4685 -29.3747 -1836.8033 -1.40522 -1.40522
10 11 -5.212119 0.0 -29.3747 5.45236 -19.1397 340.647 -2208.21 338.923 -2190.82 0.0 338.923 -2190.82 44.4685 -29.3747 -1836.8033 -1.40522 -1.40522
10 12 -5.212119 0.0 -29.3747 5.45236 -19.1397 340.647 -2208.21 338.923 -2190.82 0.0 338.923 -2190.82 44.4685 -29.3747 -1836.8033 -1.40522 -1.40522
11 0 -5.274677 0.0 -28.3512 5.45214 -17.5365 340.647 -2208.21 338.812 -2191.65 0.0 338.812 -2191.65 39.2332 -28.3512 -1841.9558 -4.36085 -4.36085
11 1 -5.2643175 0.0 -28.3084 5.45465 -17.5775 340.647 -2208.21 338.816 -2191.59 0.0 338.816 -2191.59 39.2278 -28.3084 -1841.8546 -4.36659 -4.36659
11 2 -5.216755 0.0 -28.8963 5.31644 -16.1173 340.647 -2208.21 338.727 -2188.52 0.0 338.727 -2188.52 38.6192 -28.8963 -1840.0701 -3.31136 -3.31136
11 3 -5.1158023 0.0 -27.6436 5.321 -16.1129 340.647 -2208.21 338.73 -2188.8 0.0 338.73 -2188.8 38.6178 -27.6436 -1839.096 -2.81533 -2.81533
11 4 -5.2838397 0.0 -30.9147 5.45758 -17.6361 340.647 -2208.21 338.742 -2187.82 0.0 338.742 -2187.82 41.1358 -30.9147 -1838.8569 -3.19829 -3.19829
11 5 -5.1730785 0.0 -26.6752 5.60576 -16.6794 340.647 -2208.21 338.944 -2191.69 0.0 338.944 -2191.69 40.9954 -26.6752 -1838.4257 -1.89115 -1.89115
11 6 -5.0310006 0.0 -26.818 5.52865 -17.6634 340.647 -2208.21 338.924 -2190.22 0.0 338.924 -2190.22 40.0339 -26.818 -1838.0801 -2.72932 -2.72932
11 7 -5.1162353 0.0 -28.1038 5.43533 -16.9527 340.647 -2208.21 338.802 -2188.87 0.0 338.802 -2188.87 41.1969 -28.1038 -1836.9751 -1.90739 -1.90739
11 8 -4.982083 0.0 -25.9058 5.50659 -18.674 340.647 -2208.21 338.817 -2191.71 0.0 338.817 -2191.71 46.6756 -25.9058 -1832.1232 2.13772 2.13772
11 9 -4.734091 0.0 -20.9349 5.57974 -16.981 340.647 -2208.21 338.891 -2193.65 0.0 338.891 -2193.65 46.1931 -20.9349 -1829.5006 6.17916 6.17916
12 0 -5.5115366 0.0 -31.1652 5.60197 -17.0339 340.647 -2208.21 339.332 -2191.24 0.0 339.332 -2191.24 41.2595 -31.1652 -1841.8137 -6.47955 -6.47955
13 0 -5.078089 0.0 -26.1378 5.28243 -15.6451 340.647 -2208.21 338.812 -2190.23 0.0 338.812 -2190.23 36.1254 -26.1378 -1841.4304 -5.22586 -5.22586
14 0 -5.39061 0.0 -29.3433 5.45309 -17.4331 340.647 -2208.21 338.86 -2191.98 0.0 338.86 -2191.98 41.0476 -29.3433 -1841.4156 -3.28605 -3.28605
14 1 -5.365128 0.0 -29.2222 5.45654 -17.4253 340.647 -2208.21 338.855 -2191.73 0.0 338.855 -2191.73 40.9979 -29.2222 -1841.0994 -3.33196 -3.33196
14 2 -5.066239 0.0 -26.6696 5.48545 -16.8876 340.647 -2208.21 338.81 -2190.14 0.0 338.81 -2190.14 38.3508 -26.6696 -1839.6487 -5.17041 -5.17041
15 0 -5.402953 0.0 -29.6842 5.4032 -18.3259 340.647 -2208.21 339.368 -2193.41 0.0 339.368 -2193.41 42.7545 -29.6842 -1840.9716 -4.8886 -4.8886
15 1 -5.0142775 0.0 -23.9771 5.45164 -16.0949 340.647 -2208.21 339.339 -2193.53 0.0 339.339 -2193.53 37.2664 -23.9771 -1840.9017 -4.62161 -4.62161
15 2 -5.0143414 0.0 -25.4121 5.36631 -20.9786 340.647 -2208.21 339.34 -2196.33 0.0 339.34 -2196.33 44.2412 -25.4121 -1838.161 -4.52775 -4.52775
16 0 -5.4769826 0.0 -31.9364 5.45884 -18.0766 340.647 -2208.21 338.868 -2190.03 0.0 338.868 -2190.03 42.2843 -31.9364 -1840.8141 -2.8831 -2.8831
16 1 -5.297275 0.0 -29.5264 5.53814 -18.5494 340.647 -2208.21 338.791 -2191.05 0.0 338.791 -2191.05 47.599 -29.5264 -1834.1865 2.99296 2.99296
16 2 -4.909897 0.0 -25.071 5.53683 -17.4046 340.647 -2208.21 338.801 -2190.48 0.0 338.801 -2190.48 46.9176 -25.071 -1829.8323 5.67944 5.67944
16 3 -5.012124 0.0 -25.4981 5.67986 -17.8662 340.647 -2208.21 338.904 -2191.89 0.0 338.904 -2191.89 50.73 -25.4981 -1827.7539 8.0255 8.0255
17 0 -5.338646 0.0 -31.876 5.40293 -17.7293 340.647 -2208.21 338.789 -2187.48 0.0 338.789 -2187.48 39.7928 -31.876 -1840.7742 -4.35772 -4.35772
17 1 -5.338646 0.0 -31.876 5.40293 -17.7293 340.647 -2208.21 338.789 -2187.48 0.0 338.789 -2187.48 39.7928 -31.876 -1840.7742 -4.35772 -4.35772
17 2 -5.338646 0.0 -31.876 5.40293 -17.7293 340.647 -2208.21 338.789 -2187.48 0.0 338.789 -2187.48 39.7928 -31.876 -1840.7742 -4.35772 -4.35772
17 3 -5.338646 0.0 -31.876 5.40293 -17.7293 340.647 -2208.21 338.789 -2187.48 0.0 338.789 -2187.48 39.7928 -31.876 -1840.7742 -4.35772 -4.35772
17 4 -5.3123717 0.0 -31.529 5.40468 -17.8026 340.647 -2208.21 338.784 -2187.65 0.0 338.784 -2187.65 40.0018 -31.529 -1840.3931 -4.16366 -4.16366
17 5 -5.3123717 0.0 -31.529 5.40468 -17.8026 340.647 -2208.21 338.784 -2187.65 0.0 338.784 -2187.65 40.0018 -31.529 -1840.3931 -4.16366 -4.16366
17 6 -5.066396 0.0 -26.7912 5.40366 -16.5337 340.647 -2208.21 338.786 -2189.69 0.0 338.786 -2189.69 37.3028 -26.7912 -1840.3922 -4.11878 -4.11878
17 7 -5.066396 0.0 -26.7912 5.40366 -16.5337 340.647 -2208.21 338.786 -2189.69 0.0 338.786 -2189.69 37.3028 -26.7912 -1840.3922 -4.11878 -4.11878
18 0 -4.964156 0.0 -21.8431 5.48376 -17.1442 340.647 -2208.21 339.54 -2197.32 0.0 339.54 -2197.32 38.922 -21.8431 -1840.7012 0.985125 0.985125
18 1 -4.948856 0.0 -21.7068 5.47806 -17.2256 340.647 -2208.21 339.533 -2197.36 0.0 339.533 -2197.36 38.9817 -21.7068 -1840.5522 0.964119 0.964119
18 2 -4.948856 0.0 -21.7068 5.47806 -17.2256 340.647 -2208.21 339.533 -2197.36 0.0 339.533 -2197.36 38.9817 -21.7068 -1840.5522 0.964119 0.964119
18 3 -4.968386 0.0 -21.8847 5.4806 -17.363 340.647 -2208.21 339.528 -2197.53 0.0 339.528 -2197.53 39.5072 -21.8847 -1840.3794 1.13534 1.13534
18 4 -4.968386 0.0 -21.8847 5.4806 -17.363 340.647 -2208.21 339.528 -2197.53 0.0 339.528 -2197.53 39.5072 -21.8847 -1840.3794 1.13534 1.13534
18 5 -4.968386 0.0 -21.8847 5.4806 -17.363 340.647 -2208.21 339.528 -2197.53 0.0 339.528 -2197.53 39.5072 -21.8847 -1840.3794 1.13534 1.13534
18 6 -4.968386 0.0 -21.8847 5.4806 -17.363 340.647 -2208.21 339.528 -2197.53 0.0 339.528 -2197.53 39.5072 -21.8847 -1840.3794 1.13534 1.13534
18 7 -4.968386 0.0 -21.8847 5.4806 -17.363 340.647 -2208.21 339.528 -2197.53 0.0 339.528 -2197.53 39.5072 -21.8847 -1840.3794 1.13534 1.13534
19 0 -4.7847347 0.0 -22.2885 5.28721 -15.1434 340.647 -2208.21 340.748 -2193.87 0.0 340.748 -2193.87 34.9688 -22.2885 -1840.4417 0.715584 0.715584
19 1 -4.7847347 0.0 -22.2885 5.28721 -15.1434 340.647 -2208.21 340.748 -2193.87 0.0 340.748 -2193.87 34.9688 -22.2885 -1840.4417 0.715584 0.715584
19 2 -4.7731557 0.0 -22.147 5.28813 -15.1458 340.647 -2208.21 340.754 -2193.91 0.0 340.754 -2193.91 34.963 -22.147 -1840.34 0.685235 0.685235
19 3 -4.770963 0.0 -22.0534 5.28974 -15.1812 340.647 -2208.21 340.74 -2194.03 0.0 340.74 -2194.03 35.055 -22.0534 -1840.2883 0.739367 0.739367
19 4 -4.732183 0.0 -21.092 5.30251 -15.3709 340.647 -2208.21 340.816 -2195.17 0.0 340.816 -2195.17 37.1252 -21.092 -1838.3207 2.94945 2.94945
19 5 -4.728401 0.0 -20.9906 5.30279 -15.3534 340.647 -2208.21 340.818 -2195.25 0.0 340.818 -2195.25 37.1027 -20.9906 -1838.32 2.97944 2.97944
19 6 -4.7264132 0.0 -21.0681 5.30148 -15.3561 340.647 -2208.21 340.81 -2195.09 0.0 340.81 -2195.09 37.0907 -21.0681 -1838.2573 2.92127 2.92127
19 7 -4.7264132 0.0 -21.0681 5.30148 -15.3561 340.647 -2208.21 340.81 -2195.09 0.0 340.81 -2195.09 37.0907 -21.0681 -1838.2573 2.92127 2.92127
20 0 -4.7553263 0.0 -18.6397 5.42014 -17.2475 340.647 -2208.21 340.348 -2200.31 0.0 340.348 -2200.31 38.2199 -18.6397 -1840.382 3.84322 3.84322
20 1 -4.763156 0.0 -18.7686 5.42098 -17.237 340.647 -2208.21 340.337 -2200.21 0.0 340.337 -2200.21 38.2618 -18.7686 -1840.3798 3.81914 3.81914
20 2 -4.763156 0.0 -18.7686 5.42098 -17.237 340.647 -2208.21 340.337 -2200.21 0.0 340.337 -2200.21 38.2618 -18.7686 -1840.3798 3.81914 3.81914
20 3 -4.763156 0.0 -18.7686 5.42098 -17.237 340.647 -2208.21 340.337 -2200.21 0.0 340.337 -2200.21 38.2618 -18.7686 -1840.3798 3.81914 3.81914
20 4 -4.7633843 0.0 -18.7774 5.42494 -17.2214 340.647 -2208.21 340.338 -2200.18 0.0 340.338 -2200.18 38.2758 -18.7774 -1840.3436 3.82629 3.82629
20 5 -4.764099 0.0 -18.9897 5.40348 -16.4325 340.647 -2208.21 339.906 -2198.44 0.0 339.906 -2198.44 37.1928 -18.9897 -1840.3308 2.00842 2.00842
20 6 -4.7190094 0.0 -16.7429 5.28449 -19.5676 340.647 -2208.21 339.715 -2204.2 0.0 339.715 -2204.2 42.3632 -16.7429 -1838.8646 4.53706 4.53706
20 7 -4.5021863 0.0 -14.1166 5.2735 -16.3319 340.647 -2208.21 339.794 -2201.62 0.0 339.794 -2201.62 37.1916 -14.1166 -1838.7512 4.12406 4.12406
20 8 -4.5021863 0.0 -14.1166 5.2735 -16.3319 340.647 -2208.21 339.794 -2201.62 0.0 339.794 -2201.62 37.1916 -14.1166 -1838.7512 4.12406 4.12406
21 0 -4.683383 0.0 -16.3048 5.36807 -17.3057 340.647 -2208.21 340.133 -2202.55 0.0 340.133 -2202.55 38.4586 -16.3048 -1840.2632 5.01024 5.01024
21 1 -4.683383 0.0 -16.3048 5.36807 -17.3057 340.647 -2208.21 340.133 -2202.55 0.0 340.133 -2202.55 38.4586 -16.3048 -1840.2632 5.01024 5.01024
21 2 -4.662852 0.0 -16.0405 5.36461 -17.3356 340.647 -2208.21 340.134 -2202.66 0.0 340.134 -2202.66 38.4957 -16.0405 -1840.0706 5.02815 5.02815
21 3 -4.662852 0.0 -16.0405 5.36461 -17.3356 340.647 -2208.21 340.134 -2202.66 0.0 340.134 -2202.66 38.4957 -16.0405 -1840.0706 5.02815 5.02815
21 4 -4.662852 0.0 -16.0405 5.36461 -17.3356 340.647 -2208.21 340.134 -2202.66 0.0 340.134 -2202.66 38.4957 -16.0405 -1840.0706 5.02815 5.02815
21 5 -4.6600423 0.0 -16.1581 5.36665 -17.3087 340.647 -2208.21 340.139 -2202.41 0.0 340.139 -2202.41 38.4414 -16.1581 -1839.9877 4.98841 4.98841
21 6 -4.6600423 0.0 -16.1581 5.36665 -17.3087 340.647 -2208.21 340.139 -2202.41 0.0 340.139 -2202.41 38.4414 -16.1581 -1839.9877 4.98841 4.98841
21 7 -4.6600423 0.0 -16.1581 5.36665 -17.3087 340.647 -2208.21 340.139 -2202.41 0.0 340.139 -2202.41 38.4414 -16.1581 -1839.9877 4.98841 4.98841
22 0 -4.673272 0.0 -16.6219 5.45094 -16.7665 340.647 -2208.21 339.96 -2200.96 0.0 339.96 -2200.96 37.5857 -16.6219 -1840.0361 3.23609 3.23609
22 1 -4.670171 0.0 -16.6014 5.45076 -16.7752 340.647 -2208.21 339.96 -2200.95 0.0 339.96 -2200.95 37.5837 -16.6014 -1840.0078 3.23572 3.23572
22 2 -4.670959 0.0 -16.6237 5.45086 -16.7638 340.647 -2208.21 339.962 -2200.92 0.0 339.962 -2200.92 37.585 -16.6237 -1839.9967 3.23274 3.23274
23 0 -4.8989105 0.0 -22.8156 5.40631 -16.1888 340.647 -2208.21 338.864 -2192.87 0.0 338.864 -2192.87 36.8547 -22.8156 -1839.967 -3.4811 -3.4811
23 1 -4.8989105 0.0 -22.8156 5.40631 -16.1888 340.647 -2208.21 338.864 -2192.87 0.0 338.864 -2192.87 36.8547 -22.8156 -1839.967 -3.4811 -3.4811
23 2 -4.8989105 0.0 -22.8156 5.40631 -16.1888 340.647 -2208.21 338.864 -2192.87 0.0 338.864 -2192.87 36.8547 -22.8156 -1839.967 -3.4811 -3.4811
23 3 -4.8879023 0.0 -22.818 5.40356 -16.1756 340.647 -2208.21 338.872 -2192.69 0.0 338.872 -2192.69 36.8396 -22.818 -1839.7964 -3.4976 -3.4976
23 4 -4.8879023 0.0 -22.818 5.40356 -16.1756 340.647 -2208.21 338.872 -2192.69 0.0 338.872 -2192.69 36.8396 -22.818 -1839.7964 -3.4976 -3.4976
23 5 -4.8655257 0.0 -22.7742 5.40249 -16.1995 340.647 -2208.21 338.88 -2192.43 0.0 338.88 -2192.43 36.8151 -22.7742 -1839.5089 -3.47345 -3.47345
